"sex","age","weight","height","classes"
"Male",18,159.9,75.6,2
"Female",18,143.3,64.2,2
"Male",18,165,67,2
"Female",19,197,58.1,4
"Male",22,230.2,61.2,4
"Male",17,212.9,66.5,4
"Male",20,169.5,73,3
"Male",19,192.5,71.4,3
"Male",22,160.3,64.1,2
"Female",19,115.1,64.9,5
"Female",20,135.2,62,2
"Female",17,133.9,65,2
"Female",19,140.8,61.6,5
"Male",17,203.1,72.1,4
"Male",18,220.1,69.3,2
"Female",19,141.2,61.4,6
"Male",17,182.3,64.4,3
"Male",20,163.3,72,5
"Female",20,98.2,71.6,5
"Male",17,127.3,67.6,4
"Male",17,161.2,73.2,5
"Female",21,159.1,62.4,3
"Male",22,174.7,69.4,6
"Male",18,265.1,65.7,4
"Male",20,220.7,71.7,4
"Female",21,126.5,65.2,2
"Female",19,132.3,65,2
"Male",20,187.7,61.9,5
"Female",19,111.8,65.7,3
"Male",18,157.1,72.4,6
"Female",20,121.8,62.8,4
"Male",17,193.5,66,3
"Male",20,252.2,71.4,5
"Female",19,144,64.3,3
"Male",17,250.7,66.7,2
"Male",17,194.9,71.7,2
"Female",21,105.9,69.3,2
"Female",18,174.6,65.8,3
"Female",18,160.1,62.3,3
"Female",18,173.7,65.9,3
"Female",21,154.1,61,5
"Male",21,166.1,74.9,3
"Female",18,145.9,68.6,4
"Male",21,165.4,71.4,4
"Male",20,229.6,74.9,5
"Female",18,153.6,65.1,2
"Female",18,128.3,68.2,3
"Male",20,176.1,66.6,2
"Male",22,146.3,72.9,5
"Female",22,168,73.2,3
"Male",17,169.4,61.9,3
"Female",17,153.4,70,3
"Female",20,147.9,58.5,3
"Male",20,171.8,72.6,4
"Female",19,127,64.5,3
"Female",20,147.2,65,3
"Male",17,258.9,67.6,4
"Male",17,137,67,2
"Female",18,120.2,65.6,3
"Female",21,161.3,62.2,4
"Male",19,208.3,68.1,2
"Female",18,152.2,64.9,2
"Female",21,114.4,61,3
"Male",18,152.9,63.6,2
"Male",19,183.6,65.9,5
"Male",20,160.8,64.8,6
"Female",20,186.2,66.2,3
"Male",19,209.7,72.3,3
"Male",17,202.7,62.9,2
"Male",21,189.7,75.3,5
"Female",19,144.6,68.2,2
"Male",17,125.9,63.9,3
"Female",18,176.4,69.9,4
"Male",17,224.5,69.6,2
"Female",17,131.5,59.3,3
"Female",19,150.7,60.4,4
"Female",20,101.1,63.2,5
"Male",22,141.1,74.6,2
"Male",19,178.4,69.6,2
"Female",19,182.2,68.3,4
"Female",19,191.2,62.9,2
"Female",18,141.1,61.9,3
"Male",22,169.6,73,4
"Male",20,227.8,70.2,6
"Female",20,137.8,68,3
"Male",22,154.4,71.8,3
"Female",20,235.3,71.7,3
"Male",20,202.7,76.6,7
"Female",22,193.1,65.4,3
"Female",21,137.9,60.5,3
"Female",18,153.5,66.8,4
"Female",19,151.8,62.4,2
"Female",18,173.6,61.9,4
"Male",18,142.8,69.5,2
"Female",17,129.9,69.7,2
"Female",20,130.1,63.5,4
"Female",22,155,67.1,5
"Male",21,126.7,68.4,5
"Female",17,121,64.1,4
"Male",21,154.6,66.3,3
"Male",17,157.1,68.1,4
"Female",22,191.7,62.6,4
"Female",22,169.5,59.8,4
"Female",17,153.9,65,3
"Female",21,118.6,70.6,3
"Male",17,134.4,69.8,3
"Female",21,123.9,67.6,3
"Female",20,139.4,67.2,2
"Female",22,162,69.4,5
"Male",17,261.8,68.8,5
"Female",21,152.2,63.5,3
"Male",22,169.1,70.3,4
"Female",22,106.2,60.5,3
"Male",17,187.5,63.8,4
"Male",20,201.2,64.7,3
"Female",18,127,66.4,5
"Male",20,207,65.1,2
"Female",20,126.7,65.3,3
"Female",21,137.8,70.5,4
"Male",21,206.8,67.1,5
"Female",19,114.4,63.3,3
"Female",17,115.9,71,2
"Female",22,160.8,68.7,4
"Female",20,184,62.4,5
"Female",22,188.3,63.8,2
"Female",17,118.7,64.5,6
"Male",18,110.1,61.5,2
"Female",22,134.6,69.6,3
"Male",18,127.4,78.2,2
"Female",21,195.1,64.7,6
"Female",19,126.9,74.4,3
"Male",19,164.6,62.4,3
"Female",21,158.8,60.9,2
"Female",17,126.6,65.2,4
"Female",20,144.4,66.4,5
"Male",19,228.4,67.4,3
"Male",19,143.2,68.7,2
"Female",17,182.6,66,4
"Male",20,241.9,69.9,6
"Male",19,204.5,69.1,3
"Male",22,196.4,67.9,4
"Male",17,139.9,66.3,4
"Male",22,125.3,64.2,2
"Male",21,106.4,63.5,2
"Male",19,211.3,68.7,2
"Female",19,188.4,65.7,5
"Female",20,154.9,71.2,2
"Male",20,130.1,62.4,6
"Female",18,119.1,64.8,2
"Male",19,196.6,67.2,2
"Female",18,153.7,71.3,2
"Female",17,137.3,67.7,2
"Female",20,180.8,72,2
"Male",18,218.9,73.1,3
"Female",21,140.9,57.9,3
"Female",17,135.7,65.2,3
"Male",21,218.2,66.6,3
"Male",18,168.3,70.5,3
"Female",17,141.3,64.5,5
"Female",18,189.3,60.8,3
"Female",17,129.8,65.2,3
"Male",19,167.5,71.9,6
"Female",21,150.7,69,6
"Male",22,210.1,65.2,2
"Female",17,143.9,64,4
"Female",19,127.3,60.1,3
"Female",19,191.1,67.8,2
"Male",17,212.3,67.7,3
"Male",17,191,74.7,2
"Male",18,118.5,68.3,2
"Male",22,190.8,64.8,4
"Female",22,128.4,71.1,3
"Male",21,189.7,65.7,6
"Female",21,105.4,65.6,2
"Male",21,241.1,65.6,2
"Female",19,219.9,65.9,3
"Male",19,201.1,70.9,2
"Male",21,125.5,75.5,5
"Female",22,149.9,69.2,5
"Male",20,214.7,72.3,3
"Female",20,141.2,65.3,3
"Male",19,149.2,65.8,4
"Female",20,153.4,66,4
"Male",19,232.1,59.3,3
"Female",17,148.5,68.9,3
"Male",21,176.8,72.9,3
"Male",19,112.6,66.4,2
"Female",17,122.9,67,2
"Male",18,144.2,68.4,5
"Female",17,132.5,66.4,3
"Male",17,240.9,70.3,2
"Female",22,111.5,68.8,3
"Male",22,185.3,70.6,2
"Female",20,139.7,61.3,4
"Male",21,179.4,64.7,4
"Male",22,203.8,68.7,2
"Male",20,197,65.2,3
"Female",17,121.7,67.7,3
"Female",21,175.9,56.8,3
"Female",19,147.7,65.2,2
"Female",22,143.2,64.3,4
"Male",20,170.2,76.8,5
"Male",19,211.5,70.2,4
"Male",22,165.9,71.3,3
"Male",17,206.7,72.4,3
"Female",20,164.4,69.3,3
"Female",22,149.6,58,2
"Female",18,132.7,62,2
"Male",18,186.8,75.2,2
"Female",17,183.3,66.5,6
"Male",18,189.7,71.6,3
"Female",17,152.8,65,4
"Male",17,209.4,74.8,3
"Male",17,133.2,69.7,3
"Female",20,176.4,64.1,2
"Male",20,193.8,76.2,5
"Female",20,127.8,61.9,5
"Female",21,194.7,71.1,3
"Female",18,128.3,68,4
"Male",20,169.4,69.6,2
"Female",18,158.7,66.8,3
"Male",22,173.6,70.3,4
"Male",20,248.1,68.4,2
"Female",22,130,60.8,4
"Female",20,169.2,71.8,3
"Female",18,132.4,61.9,4
"Female",18,103.2,65.2,3
"Female",21,172.2,67,5
"Female",20,146,61,5
"Female",18,138.9,59.9,4
"Male",20,137.7,71.4,4
"Female",21,158,68.1,3
"Male",17,247.1,72.1,2
"Male",18,188.4,68.8,2
"Female",22,152,68.4,4
"Female",20,132.8,65.8,2
"Female",20,205.1,60.9,3
"Female",19,134.6,66.8,4
"Female",21,135,68,4
"Male",21,209.5,71.2,3
"Female",20,131.7,67.3,2
"Male",21,188.8,72.3,4
"Female",22,185.4,65.3,3
"Female",17,159.7,61.7,2
"Male",22,173.6,75.2,6
"Female",22,146,62.2,5
"Female",17,114.5,68.9,5
"Female",18,156.8,65,3
"Female",20,184.5,64.6,4
"Male",19,122.7,65.2,6
"Male",18,175.1,72.1,4
"Male",19,211,70.1,4
"Female",17,120.4,68.9,3
"Female",22,120.1,67.5,2
"Female",21,153,64,2
"Female",17,146.8,69.9,3
"Male",20,183.7,66.2,2
"Female",22,132.9,68.6,2
"Male",20,144.4,63.9,3
"Female",21,124.1,67.1,2
"Female",21,125.2,67.3,2
"Male",19,125.2,69.9,5
"Female",18,121.9,62.7,7
"Female",21,175.6,57.9,4
"Male",22,131.5,70,4
"Female",22,112.5,58.2,2
"Male",19,171.1,70.2,4
"Female",21,163.1,64.7,3
"Male",22,191.5,76.7,5
"Female",17,115.8,63.3,3
"Female",20,171.6,57.9,3
"Female",20,156,65.4,4
"Female",18,115.2,70.9,2
"Male",21,164.3,63.6,2
"Female",22,149.6,64.9,6
"Female",19,151.1,63.9,4
"Male",19,159.2,80.7,2
"Male",19,147.6,65.3,2
"Male",19,274,67,5
"Female",21,127.7,64.3,5
"Female",17,188.8,64.4,3
"Male",21,188.7,66.1,4
"Female",19,119.5,66.8,3
"Female",21,110.2,62.4,3
"Male",22,181.6,63.1,4
"Female",22,113,65.8,4
"Male",17,145.8,67.1,4
"Male",19,144.1,73,4
"Female",20,168.7,64.5,6
"Male",19,200.9,76.2,3
"Male",18,166.3,65.1,4
"Male",17,240.5,65.1,2
"Female",20,161.3,64.3,4
"Female",22,132,64,2
"Male",18,163.3,71.7,4
"Female",21,132.4,61.4,2
"Female",21,138.1,66.5,5
"Female",19,140.4,65.4,3
"Male",18,130.3,73.7,2
"Female",17,100,65.5,4
"Female",21,153.3,67.3,5
"Male",18,235.5,71.8,4
"Male",21,192.3,70.2,6
"Male",19,181.5,71.7,5
"Female",21,136.5,59.6,3
"Male",18,134.9,64.4,3
"Male",18,219.5,69.5,2
"Female",21,117.6,68.9,2
"Female",17,161.1,68.7,3
"Male",20,215.3,66,4
"Male",19,180.7,70.2,6
"Female",18,181.3,62.9,4
"Female",19,145.1,66,5
"Female",18,127,69.2,2
"Female",22,223,63.5,3
"Female",22,146.7,65,5
"Male",20,199.7,72,2
"Male",21,216.7,66.2,5
"Male",18,134.1,69.7,3
"Female",21,137.2,71.1,4
"Female",17,96.8,64.3,2
"Male",22,183.9,67.3,2
"Male",20,218.2,69.4,3
"Male",19,126.9,71.3,3
"Female",22,162,65,4
"Female",18,159.7,63,3
"Female",17,138.7,68.8,3
"Female",17,120.6,62.9,3
"Male",19,104.4,73.4,6
"Female",20,131.4,63.7,4
"Male",21,111.7,68.1,5
"Female",17,156.7,70.7,3
"Female",22,90.8,65.5,2
"Female",19,207.1,68.3,2
"Female",18,154,69,2
"Female",20,114.1,68.4,5
"Female",17,132.6,66.3,3
"Female",17,118.9,57,6
"Male",21,194.2,73.8,2
"Male",20,242.7,73.4,3
"Female",22,123.7,61.2,3
"Male",21,148.1,68,3
"Male",17,105.4,65.8,7
"Female",18,138,69.2,4
"Female",19,207.4,61.4,2
"Male",19,164.4,69.6,3
"Female",17,158.8,60.3,2
"Female",22,99.9,72.3,3
"Female",18,136.1,65.9,5
"Female",17,117.9,59.8,3
"Female",21,105.3,65.7,3
"Female",17,134,64.7,3
"Male",21,147.4,67.9,2
"Male",21,103.6,60.8,3
"Male",18,152,66.4,5
"Male",22,127.3,62.2,2
"Male",19,177.6,70.7,4
"Male",21,169,73.9,4
"Male",19,248.6,69.6,3
"Female",17,92.2,64.1,5
"Female",20,143.9,63.5,3
"Female",19,166.3,58.5,3
"Male",19,207.8,73.5,4
"Female",17,119.4,65.4,6
"Female",19,166.9,62.2,4
"Male",20,172.7,63,3
"Female",21,155,62.6,4
"Male",22,193,65.3,4
"Female",20,177,60.7,2
"Female",21,153.3,61.1,3
"Female",21,118.9,64.6,2
"Male",18,140.5,74.1,6
"Female",19,165.6,68.6,3
"Female",17,124.1,66.7,5
"Male",18,170.8,67.1,4
"Male",20,177.2,75.1,4
"Female",20,115.5,62.6,2
"Male",22,239.9,73.6,2
"Female",21,113.5,66.2,4
"Male",17,181.4,68.5,3
"Male",18,144.3,73.6,3
"Female",22,150.9,62.5,5
"Female",20,174.7,62.2,3
"Female",21,154.5,59.1,5
"Female",22,158.3,62.4,4
"Female",20,174.9,60.2,3
"Male",19,189.5,64,2
"Male",22,182.4,66,2
"Female",20,112.7,68.9,2
"Male",19,148,73.7,4
"Male",18,255.7,70.9,4
"Male",17,236.2,70.8,3
"Female",17,130,66.5,2
"Female",19,125.5,63.5,3
"Female",18,130.9,66.6,2
"Male",19,220.5,72.7,2
"Female",20,161.6,63.6,7
"Female",18,175.6,67,3
"Male",19,244.7,72.9,3
"Male",22,224.6,68.3,3
"Female",21,157.6,66,3
"Female",17,143.9,64.4,3
"Female",19,175,62.4,5
"Female",18,141.4,65.3,3
"Female",18,154.2,63,4
"Female",17,164.1,63.8,5
"Female",17,176,65.4,4
"Female",22,172.1,67.1,2
"Male",17,158,68.5,2
"Male",18,162.8,71,3
"Female",18,136.2,63.5,5
"Female",21,145.3,64.8,2
"Male",17,242.8,71.1,4
"Male",17,205.1,76,3
"Male",17,143.9,72,6
"Female",18,169.7,64.4,2
"Female",17,146.2,73.1,4
"Female",21,126.4,61.9,4
"Male",21,141.3,64.8,2
"Male",22,129.7,66.3,4
"Female",17,142.4,66.3,4
"Female",22,126.8,72.8,3
"Male",18,108.2,72.2,2
"Male",20,215,68.2,5
"Female",19,215.5,64.9,4
"Male",19,218.8,74.3,4
"Female",18,101.4,67.1,2
"Female",21,166.7,69.2,3
"Male",22,162.2,62.5,2
"Male",21,199.9,71.1,7
"Female",17,111.6,62.3,3
"Female",19,123.8,59.8,4
"Female",19,151.7,58.8,6
"Female",18,116.5,66,3
"Female",19,142.2,59,4
"Female",20,141.2,65.9,2
"Female",22,146.8,59.3,3
"Female",21,137,63.2,3
"Male",21,205.2,76.2,2
"Female",21,101.5,65.2,4
"Female",18,164,60.9,4
"Male",17,182.9,74.8,2
"Male",19,170.5,69.9,5
"Male",18,225.3,83.6,4
"Female",17,161.6,62.5,3
"Male",22,129.8,68.4,3
"Male",21,185.1,67.3,5
"Female",18,138.3,65.9,5
"Male",17,157.6,68.2,6
"Female",18,207.3,68.5,4
"Female",21,120.7,66.7,3
"Female",19,132.4,68.6,2
"Male",17,221.8,76.5,3
"Female",19,142.2,66.5,4
"Male",21,155,66.6,4
"Male",20,109.9,64.7,2
"Male",18,210.8,69.6,2
"Female",22,139.6,63.8,4
"Male",18,135.6,69.9,5
"Male",17,185.8,67.1,2
"Male",17,185.9,71.7,3
"Female",20,162.9,56.9,4
"Male",22,183.1,72.1,4
"Male",17,173.2,74.5,4
"Female",22,105.4,62.9,3
"Female",21,94,64.4,4
"Male",19,149.3,68.4,4
"Female",19,165.1,69.4,5
"Male",20,175.4,65.2,5
"Female",17,106.6,73.4,3
"Female",18,137.5,62.7,4
"Male",18,229.3,69.7,3
"Female",22,164.4,65.9,3
"Female",19,108.9,71.9,3
"Female",21,133.8,58.5,2
"Male",18,146.9,68.7,4
"Male",17,108,66,6
"Female",18,136.5,56.8,3
"Female",17,166.5,62.3,5
"Male",20,168.6,68.5,3
"Male",21,175.9,76.4,4
"Female",20,144,67.8,5
"Female",22,157.6,65.2,3
"Female",17,163.6,66.5,2
"Male",18,134.4,70.8,5
"Female",17,150,65.5,5
"Female",18,156.3,68.7,3
"Female",21,129.2,67.5,3
"Female",17,158.1,64.4,4
"Male",20,108.8,72,2
"Female",20,138.4,68.1,4
"Male",22,152.8,70.7,5
"Female",22,140.6,67.8,2
"Female",19,127.3,67.1,4
"Male",20,184.2,72.8,5
"Male",22,212.6,63.8,5
"Female",17,139.2,69.6,3
"Female",19,141.9,66,3
"Female",21,191.3,67.8,3
"Female",22,161.5,67.5,2
"Male",19,162.7,70.8,4
"Female",20,173.9,61.7,5
"Male",22,188.4,65.4,2
"Male",21,131.6,73.3,4
"Male",20,164.4,78,2
"Female",19,160.2,63.5,3
"Female",20,106.8,66.7,2
"Female",22,140.2,62.3,3
"Female",19,190.8,69.8,3
"Female",19,201.9,58.5,5
"Female",17,128.2,60.2,3
"Male",19,227.1,71.3,4
"Female",21,159.1,62.8,3
"Male",20,230.9,71.7,4
"Male",17,156,72.7,3
"Female",20,148.7,65.7,3
"Female",17,149.1,57.9,5
"Male",22,137.2,69.1,2
"Female",21,152.4,63.9,4
"Male",21,211.8,69.8,3
"Female",20,130.5,67.7,3
"Male",20,216.6,65,3
"Female",18,105.5,63.8,3
"Female",19,155.7,67.2,2
"Male",18,184.9,64.2,4
"Female",22,106.8,68,2
"Female",17,205,58.1,4
"Male",17,203.4,73.6,5
"Male",18,153.4,67.3,3
"Female",21,148.9,73.3,2
"Male",19,191.8,76.7,3
"Female",20,119.7,61.5,4
"Female",17,115.5,60.4,3
"Male",20,253.3,65,2
"Female",18,117.6,63.8,5
"Female",18,153.2,58.7,2
"Female",19,183.4,68.3,3
"Female",17,114.7,65.3,4
"Female",19,134.6,70,2
"Male",22,166.4,64.7,3
"Female",21,166.5,60.6,7
"Female",17,159.2,65,3
"Female",17,185.4,71.5,2
"Female",17,141.3,64.2,2
"Male",21,221.5,74.2,2
"Female",18,146,62.7,5
"Female",19,159.7,65.4,2
"Female",20,147.6,63.4,2
"Female",18,147.4,70.8,3
"Female",22,130,60.2,2
"Male",19,193.8,73.7,3
"Female",18,169.3,62.5,4
"Male",18,203.9,69.5,4
"Female",20,115,69.4,4
"Male",22,232.8,71.3,4
"Male",18,148.5,66.7,4
"Female",18,190.4,65.8,2
"Female",18,145.6,66.8,3
"Male",22,153.9,65,4
"Male",19,232.8,69.8,4
"Female",22,127.8,63.8,4
"Female",17,187.5,68.1,5
"Female",17,197.7,65.8,5
"Female",21,145.3,63.1,5
"Male",18,127.9,70,2
"Male",17,158.9,72.9,4
"Male",20,222.5,77,6
"Female",19,139.1,67.5,5
"Male",18,160.8,69.4,2
"Female",20,166.9,62.8,4
"Male",20,143.3,73.8,6
"Female",17,179.5,65.3,2
"Female",19,138.9,72,4
"Female",21,156.2,63.4,4
"Female",17,147.1,65.9,4
"Male",17,191.2,67.7,3
"Female",21,108.5,63.1,3
"Male",19,165.2,66.3,2
"Female",18,183.8,68.1,3
"Male",17,243,71.4,5
"Female",21,163.3,64.4,7
"Male",20,172.6,68,5
"Male",20,164.3,62,4
"Female",20,99.1,64.5,2
"Male",17,102.7,74.2,3
"Female",19,104.7,64.9,2
"Male",21,144.4,74.6,2
"Male",19,148.3,73.9,6
"Male",21,204.3,64.4,3
"Female",21,165.9,65.3,2
"Male",22,166.9,76.7,4
"Female",19,138.6,63.2,4
"Female",22,110,68.3,4
"Male",22,216.1,69.4,2
"Female",18,154.3,65.4,2
"Female",17,134.6,65.3,2
"Female",19,186.1,62.1,7
"Female",20,130.7,70.2,4
"Female",19,120.1,60.1,4
"Female",22,131.8,63.6,3
"Female",17,94.7,60.9,2
"Female",21,143.3,64.2,3
"Female",17,134.8,57.7,4
"Female",21,107.2,64.4,2
"Male",21,203.1,68,3
"Female",22,118.9,65.7,3
"Female",21,146.9,64.6,6
"Male",18,262.1,70.5,7
"Male",20,137.3,72,4
"Female",22,146.6,67.9,4
"Male",20,237.5,67.9,6
"Female",21,130,59.5,4
"Male",18,212.4,72.3,3
"Male",19,207,67.2,4
"Male",18,156.6,67.3,2
"Male",17,181.2,67.1,3
"Female",20,101.6,58.2,3
"Female",22,94.6,60.8,3
"Male",21,191.5,68,4
"Female",21,152.3,64.7,6
"Female",22,127.9,66.1,4
"Female",17,148.7,61.8,4
"Female",20,138.5,64.3,4
"Female",22,155.6,61.3,6
"Male",18,214.5,71.5,4
"Male",19,139.8,68.9,3
"Female",20,142.8,74.2,2
"Female",17,145.3,66.1,2
"Male",17,218.9,73.2,2
"Male",20,259.6,67.3,5
"Male",17,174.2,71.9,4
"Female",17,160.8,63.7,3
"Male",22,162.3,73.1,2
"Male",22,250.7,72.7,5
"Male",21,180.8,72.5,2
"Male",19,210.7,71.5,3
"Male",22,204.2,73.5,5
"Female",20,156.4,66.2,4
"Male",17,210.4,69,3
"Male",20,179.6,68.7,6
"Male",22,278.1,68.2,3
"Female",17,155.8,63.2,2
"Male",18,156.3,67.2,3
"Male",17,114.5,65.2,2
"Female",20,176.8,63.2,7
"Female",19,146.5,63.2,3
"Male",18,251.3,72,4
"Female",21,167.8,68.5,2
"Male",19,208.3,69.9,3
"Male",17,174.8,65.2,3
"Male",21,159.5,66.6,2
"Female",21,139.5,69.3,5
"Female",17,99.7,62.2,2
"Male",19,168.7,64.5,3
"Female",18,154.6,67.4,2
"Female",18,152.6,64.9,3
"Male",17,223.6,72.6,4
"Male",17,157.8,75.8,3
"Male",19,206,68.9,6
"Female",21,137.2,67.2,3
"Male",17,191.9,71.6,2
"Female",19,173.1,64.2,3
"Male",19,187.9,71.2,4
"Female",17,116,64.6,3
"Male",19,180.1,70,2
"Male",20,179.6,69.7,2
"Male",22,179.3,67.8,3
"Female",17,108.1,60.7,5
"Female",20,96.4,70.1,3
"Male",19,213.3,68.3,2
"Male",22,232.7,67.8,2
"Female",22,145.7,60.5,6
"Male",20,240,66.8,4
"Female",21,114.4,66.8,3
"Male",18,221.7,67.7,3
"Female",17,115.2,61.4,4
"Male",20,269.2,75.3,4
"Male",22,191,70.8,3
"Male",20,229.5,64.7,5
"Male",21,135.8,68.7,3
"Female",20,136.8,58.3,3
"Female",20,164.2,69.3,3
"Male",18,139.8,70.9,3
"Male",18,120.7,67.5,3
"Female",22,137,65.7,5
"Female",17,159.7,66.3,3
"Female",22,155.6,60.6,6
"Female",19,154.7,64.2,6
"Male",19,157,69.1,2
"Male",18,227.9,72,3
"Female",22,141.6,63.2,3
"Female",22,171.8,69.6,3
"Male",17,175,70,4
"Female",20,172.1,59.7,5
"Female",17,133.2,62.8,4
"Female",20,159.4,66.2,2
"Female",17,104.4,60.1,3
"Female",20,125.7,58.4,3
"Female",22,160.1,63.7,3
"Male",20,263.8,71.2,2
"Male",22,112.9,69.3,2
"Male",17,202.8,71.9,4
"Male",19,190.9,71.2,4
"Male",17,103.4,66.5,3
"Female",21,153.9,64.9,3
"Male",20,173.9,71.4,5
"Female",18,148.3,69.4,4
"Male",20,202.5,65.9,4
"Female",21,148.3,61.6,2
"Female",21,176.3,63.9,4
"Male",17,195.8,64.5,3
"Male",17,229.2,77.5,2
"Male",18,184.3,72.5,3
"Female",21,179.8,65.4,3
"Male",20,197.8,66.3,3
"Male",21,161.9,75.3,3
"Male",18,175.4,63.5,5
"Male",19,118,67,4
"Male",18,238.7,74.9,3
"Male",21,176.3,75.8,4
"Female",17,93.7,67,3
"Female",18,148,67.1,2
"Male",22,197.7,75.6,2
"Male",18,177.7,66.4,7
"Male",19,138.1,70.5,2
"Male",19,190.3,70.3,3
"Male",22,214.8,70,2
"Male",19,148.7,80.9,2
"Female",17,136.9,67.5,3
"Male",18,186.8,71.3,3
"Female",17,213.3,66.8,5
"Female",18,151.3,68.2,2
"Male",17,145.2,73.9,3
"Male",20,193,59.3,2
"Female",20,143.5,61.8,3
"Male",19,166.4,67.5,2
"Male",22,142.4,69.6,2
"Female",21,116.4,65.8,2
"Female",17,217.9,62.3,3
"Male",19,100.4,71.2,5
"Female",22,128.7,63.4,4
"Male",19,159.6,73,4
"Female",17,133.8,63.2,2
"Male",17,175.9,66.6,4
"Male",22,210.7,70.1,4
"Female",22,146.9,59.8,3
"Male",18,147.3,71.6,4
"Female",20,142.3,65.8,4
"Male",19,158.4,71.5,3
"Female",18,136.6,73.9,5
"Female",22,204.9,66.4,4
"Male",22,204.2,68.7,2
"Female",18,98.3,64.3,4
"Male",19,118.1,72.8,3
"Male",20,222.6,74.5,2
"Male",18,131.1,70.9,5
"Female",21,98.3,63.4,5
"Female",18,122,65.7,4
"Female",17,156.3,63.5,3
"Female",21,94.6,60.6,2
"Male",17,176.5,65.5,2
"Male",17,148.3,66.4,2
"Male",20,172.1,77.4,3
"Female",17,154.6,66.2,5
"Female",21,141.6,63.5,2
"Female",18,149.2,68,6
"Male",19,167.4,71.6,3
"Female",19,161.4,66.3,5
"Male",17,226.7,72.2,3
"Female",18,141.3,61.6,5
"Female",20,157.5,62,4
"Male",21,172.4,73.1,4
"Male",20,195.1,66.6,3
"Male",20,144.9,68.3,5
"Female",19,197.9,59.1,2
"Female",17,167.3,61.7,3
"Male",17,256.3,70,2
"Female",20,126.8,63.1,3
"Male",18,195.6,72.9,3
"Female",17,155.3,70.8,3
"Male",21,276.2,74.5,2
"Female",22,126.4,66.7,3
"Male",19,144.5,66.9,3
"Female",19,165.2,75,3
"Female",20,104.5,67.6,4
"Female",18,158.4,63.4,4
"Female",22,118.4,68.5,4
"Female",22,173.2,68.8,3
"Female",21,182.5,66.1,4
"Male",20,207.6,65.8,2
"Male",20,144.8,69.7,2
"Male",21,313.8,67,3
"Male",20,204.1,67.4,2
"Female",22,109.6,66.7,3
"Male",20,137.1,65.9,3
"Female",18,125.8,59.8,5
"Male",22,137.3,71,2
"Female",18,142.7,58.6,4
"Female",19,173.2,64.7,3
"Male",21,165.6,60.2,6
"Male",19,214.8,70.5,3
"Male",20,104.7,67.4,4
"Male",18,165,73,4
"Male",19,241.7,63.8,2
"Male",22,168.8,73.5,2
"Female",18,166,70.8,2
"Female",19,116.9,66.3,5
"Female",18,197.1,60.5,4
"Male",20,108,69.2,3
"Female",21,138.7,67.2,4
"Male",17,111.9,66,2
"Male",21,170.4,68.4,4
"Female",18,149.6,66.9,2
"Female",18,107.9,58.1,4
"Female",20,129.9,61.3,5
"Male",22,224,65.8,2
"Female",22,170.6,61.6,2
"Female",22,165.6,65,4
"Male",17,132.3,61.4,2
"Female",22,156.1,70.6,2
"Male",19,168.9,69,2
"Female",17,145.1,70.9,2
"Male",21,131.3,74.2,3
"Female",20,155.8,62.2,2
"Female",22,160.4,63.8,3
"Female",21,99.5,60.9,5
"Female",18,118.7,61.7,7
"Female",19,170.1,58.1,4
"Male",22,175.6,70.5,2
"Female",20,196.2,67.6,4
"Female",20,162.5,61.2,5
"Male",18,313,77.4,5
"Female",22,173.8,67.2,2
"Female",21,195.9,69.5,4
"Female",20,126.7,65,3
"Female",22,146.2,60.7,5
"Female",22,127.1,62.7,2
"Female",20,144.2,60.7,4
"Female",17,162.4,63.5,2
"Male",20,231.1,70.6,2
"Female",19,178.3,62.6,2
"Female",17,143.1,60.5,3
"Male",17,184.9,65.4,2
"Male",19,274.7,72.9,3
"Male",20,152.6,67.9,3
"Male",20,177,72.2,5
"Male",20,163.1,71.5,4
"Female",20,157.1,71.5,2
"Male",18,213.1,70.4,3
"Male",21,170.1,68.7,2
"Female",17,122.1,68.4,3
"Male",20,206.1,72.3,4
"Female",18,157.7,62.5,4
"Female",19,171.5,64.9,3
"Female",22,125.3,67.5,3
"Male",19,147.6,69.3,5
"Female",18,136.9,68.5,3
"Male",22,141.7,69,3
"Male",21,248.5,72,4
"Male",19,137.5,67.8,3
"Female",17,104.5,64.2,4
"Male",21,247.6,61.7,3
"Male",17,221.2,71.9,6
"Female",17,127.6,68.2,5
"Female",18,156.6,62.9,6
"Female",19,143.6,60.5,2
"Male",17,158.8,61.2,4
"Female",22,115.9,61.7,2
"Female",21,114.4,60.2,5
"Female",19,145.4,63.1,3
"Male",22,150.8,71.5,3
"Female",22,200.3,64.3,4
"Male",22,213,64.3,4
"Female",21,103,66.5,3
"Female",22,111.8,64.8,3
"Male",18,170.3,76.3,5
"Male",21,159.3,71.4,2
"Female",17,166.9,58.8,3
"Female",19,139.5,65.7,3
"Male",21,140.5,74.1,4
"Female",20,136.3,60,5
"Male",17,176,68.6,2
"Male",17,189.4,75.9,2
"Male",21,146.4,68.9,4
"Female",21,149.7,63.4,5
"Male",18,205.5,66.8,2
"Female",17,127.9,60.7,2
"Female",22,175.3,56.7,3
"Female",22,155.2,65,3
"Male",20,177.5,73.3,2
"Female",18,214.2,64.4,3
"Male",22,202.2,75.8,2
"Male",20,190.3,67.3,3
"Female",20,147.9,65,5
"Female",22,117.5,60.9,3
"Male",21,189.7,65.4,2
